team,season,wins,losses,win_loss_pct,rank_team,srs,pace,rel_pace,off_rtg,rel_off_rtg,def_rtg,rel_def_rtg,playoffs,coaches
DET,2018-19,41,41,.500,3rd of 5,-0.56,97.4,-2.6,109.0,-1.4,109.2,-1.2,Lost E. Conf. 1st Rnd.,D. Casey
DET,2017-18,39,43,.476,4th of 5,-0.26,96.2,-1.1,107.2,-1.4,107.3,-1.3,,S. Van Gundy
DET,2016-17,37,45,.451,5th of 5,-1.29,95.0,-1.4,106.0,-2.8,107.1,-1.7,,S. Van Gundy
DET,2015-16,44,38,.537,3rd of 5,0.43,95.1,-0.7,106.1,-0.3,105.5,-0.9,Lost E. Conf. 1st Rnd.,S. Van Gundy
DET,2014-15,32,50,.390,5th of 5,-1.39,92.8,-1.1,105.3,-0.3,106.4,0.8,,S. Van Gundy
DET,2013-14,29,53,.354,4th of 5,-4.13,94.9,1.0,105.9,-0.8,109.7,3.0,,M. Cheeks
DET,2012-13,29,53,.354,4th of 5,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,,L. Frank
DET,2011-12,25,41,.379,4th of 5,-5.19,89.2,-2.1,101.0,-3.6,106.3,1.7,,L. Frank
DET,2010-11,30,52,.366,4th of 5,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,,J. Kuester
DET,2009-10,27,55,.329,5th of 5,-5.02,88.5,-4.2,105.6,-2.0,111.4,3.8,,J. Kuester
DET,2008-09,39,43,.476,3rd of 5,-0.36,86.7,-5.0,107.4,-0.9,108.0,-0.3,Lost E. Conf. 1st Rnd.,M. Curry
DET,2007-08,59,23,.720,1st of 5,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,Lost E. Conf. Finals,F. Saunders
DET,2006-07,53,29,.646,1st of 5,3.69,87.3,-4.6,108.9,2.4,104.2,-2.3,Lost E. Conf. Finals,F. Saunders
DET,2005-06,64,18,.780,1st of 5,6.24,86.8,-3.7,110.8,4.6,103.1,-3.1,Lost E. Conf. Finals,F. Saunders
DET,2004-05,54,28,.659,1st of 5,3.31,87.2,-3.7,105.6,-0.5,101.2,-4.9,Lost Finals,L. Brown
DET,2003-04,54,28,.659,2nd of 8,5.04,87.9,-2.2,102.0,-0.9,95.4,-7.5,Won Finals,L. Brown
DET,2002-03,50,32,.610,1st of 8,2.97,86.8,-4.2,104.1,0.5,99.9,-3.7,Lost E. Conf. Finals,R. Carlisle
DET,2001-02,50,32,.610,1st of 8,1.69,90.0,-0.7,104.8,0.3,102.4,-2.1,Lost E. Conf. Semis,R. Carlisle
DET,2000-01,32,50,.390,5th of 8,-2.08,94.7,3.4,100.0,-3.0,101.8,-1.2,,G. Irvine
DET,1999-00,42,40,.512,4th of 8,1.13,95.7,2.6,107.3,3.2,105.8,1.7,Lost E. Conf. 1st Rnd.,A. Gentry
DET,1998-99,29,21,.580,3rd of 8,3.97,86.3,-2.6,104.2,2.0,100.3,-1.9,Lost E. Conf. 1st Rnd.,A. Gentry
DET,1997-98,37,45,.451,6th of 8,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,,D. Collins
DET,1996-97,54,28,.659,3rd of 8,5.45,84.5,-5.6,110.6,3.9,104.4,-2.3,Lost E. Conf. 1st Rnd.,D. Collins
DET,1995-96,46,36,.561,5th of 8,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,Lost E. Conf. 1st Rnd.,D. Collins
DET,1994-95,28,54,.341,7th of 7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,,D. Chaney
DET,1993-94,20,62,.244,7th of 7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,,D. Chaney
DET,1992-93,40,42,.488,6th of 7,-1.10,93.2,-3.6,107.4,-0.6,108.9,0.9,,R. Rothstein
DET,1991-92,48,34,.585,3rd of 7,2.06,91.6,-5.0,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,C. Daly
DET,1990-91,50,32,.610,2nd of 7,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,C. Daly
DET,1989-90,59,23,.720,1st of 7,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,C. Daly
DET,1988-89,63,19,.768,1st of 6,6.24,95.5,-5.1,110.8,3.0,104.7,-3.1,Won Finals,C. Daly
DET,1987-88,54,28,.659,1st of 6,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,C. Daly
DET,1986-87,52,30,.634,2nd of 6,3.51,101.0,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,C. Daly
DET,1985-86,46,36,.561,3rd of 6,1.44,104.2,2.1,109.0,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,C. Daly
DET,1984-85,46,36,.561,2nd of 6,2.73,105.0,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,C. Daly
DET,1983-84,49,33,.598,2nd of 6,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,C. Daly
DET,1982-83,37,45,.451,3rd of 6,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,,S. Robertson
DET,1981-82,39,43,.476,3rd of 6,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,,S. Robertson
DET,1980-81,21,61,.256,6th of 6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,,S. Robertson
DET,1979-80,16,66,.195,6th of 6,-7.57,107.1,4.0,101.2,-4.1,108.8,3.5,,D. Vitale
DET,1978-79,30,52,.366,4th of 6,-2.60,107.2,1.4,102.1,-1.7,104.6,0.8,,D. Vitale
DET,1977-78,38,44,.463,4th of 6,-1.22,107.7,1.0,100.3,-0.6,101.5,0.6,,H. Brown
DET,1976-77,44,38,.537,2nd of 6,-1.00,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,H. Brown
DET,1975-76,36,46,.439,2nd of 4,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,R. Scott
DET,1974-75,40,42,.488,3rd of 4,-1.19,100.5,-4.0,98.3,0.6,99.7,2.0,Lost W. Conf. 1st Rnd.,R. Scott
DET,1973-74,52,30,.634,3rd of 4,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,R. Scott
DET,1972-73,40,42,.488,3rd of 4,0.54,111.5,0.8,98.4,1.6,98.2,1.4,,E. Lloyd
DET,1971-72,26,56,.317,4th of 4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,,B. van Breda Kolff
DET,1970-71,45,37,.549,4th of 4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,,B. van Breda Kolff
DET,1969-70,31,51,.378,7th of 7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,,B. van Breda Kolff
DET,1968-69,32,50,.390,6th of 7,-2.79,116.8,-0.1,97.3,1.8,100.0,4.5,,D. Butcher
DET,1967-68,40,42,.488,4th of 6,-1.70,122.0,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,D. Butcher
DET,1966-67,30,51,.370,5th of 5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,,D. DeBusschere
DET,1965-66,22,58,.275,5th of 5,-6.07,123.4,2.0,89.4,-5.5,94.9,0.0,,D. DeBusschere
DET,1964-65,31,49,.388,4th of 5,-3.03,119.2,1.9,90.5,-3.1,93.3,-0.3,,C. Wolf
DET,1963-64,23,57,.288,5th of 5,-6.77,115.9,2.7,92.5,-2.1,99.1,4.5,,C. Wolf
DET,1962-63,34,46,.425,3rd of 5,-3.38,120.3,5.3,94.2,-1.7,97.3,1.4,Lost W. Div. Semis,D. McGuire
DET,1961-62,37,43,.463,3rd of 5,-1.72,124.1,2.8,92.8,-0.8,94.2,0.6,Lost W. Div. Finals,D. McGuire
DET,1960-61,34,45,.430,3rd of 4,-2.11,126.0,2.5,93.8,1.7,95.6,3.5,Lost W. Div. Semis,D. McGuire
DET,1959-60,30,45,.400,2nd of 4,-3.45,123.1,0.8,89.8,-1.3,92.6,1.5,Lost W. Div. Semis,R. Rocha
DET,1958-59,28,44,.389,3rd of 4,-1.36,117.8,5.8,88.4,-1.8,89.4,-0.8,Lost W. Div. Semis,R. Rocha
DET,1957-58,33,39,.458,2nd of 4,-2.32,118.8,1.8,88.2,-0.6,90.1,1.3,Lost W. Div. Finals,C. Eckman
DET,1956-57,34,38,.472,3rd of 4,-2.18,107.7,2.8,88.8,-0.1,91.0,2.1,Lost W. Div. Semis,C. Eckman
DET,1955-56,37,35,.514,1st of 4,0.45,103.2,0.4,90.7,0.4,90.0,-0.3,Lost Finals,C. Eckman
DET,1954-55,43,29,.597,1st of 4,2.01,100.7,2.6,91.2,1.4,88.9,-0.9,Lost Finals,C. Eckman
DET,1953-54,40,32,.556,3rd of 4,1.45,86.9,3.3,89.0,1.5,87.2,-0.3,Lost W. Div. Rnd.-Robin,P. Birch
DET,1952-53,36,33,.522,3rd of 5,0.17,91.1,10.7,87.6,-0.4,87.7,0.0,Lost W. Div. Finals,P. Birch
DET,1951-52,29,37,.439,4th of 5,-1.83,90.1,4.3,85.6,-1.3,87.9,1.0,Lost W. Div. Semis,P. Birch
DET,1950-51,32,36,.471,3rd of 5,-1.81,102.4,16.9,82.0,-3.1,83.8,-1.3,Lost W. Div. Semis,M. Mendenhall
DET,1949-50,40,28,.588,3rd of 5,1.84,,,,,,,Lost Central Div. Finals,M. Mendenhall
DET,1948-49,22,38,.367,5th of 6,-2.85,,,,,,,,C. Bennett
GSW,2024-25,0,0,,,,,,,,,,,S. Kerr
GSW,2023-24,46,36,.561,5th of 5,2.77,99.2,0.7,117.8,2.5,115.2,-0.1,,S. Kerr
GSW,2022-23,44,38,.537,4th of 5,1.66,101.6,2.5,116.1,1.3,114.4,-0.4,Lost W. Conf. Semis,S. Kerr
GSW,2021-22,53,29,.646,2nd of 5,5.52,98.4,0.2,112.5,0.5,106.9,-5.1,Won Finals,S. Kerr
GSW,2020-21,39,33,.542,4th of 5,1.10,102.2,3.0,111.1,-1.2,110.1,-2.2,,S. Kerr
GSW,2019-20,15,50,.231,5th of 5,-8.12,100.3,0.0,105.2,-5.4,113.8,3.2,,S. Kerr
GSW,2018-19,57,25,.695,1st of 5,6.42,100.9,0.9,115.9,5.5,109.5,-0.9,Lost Finals,S. Kerr
GSW,2017-18,58,24,.707,1st of 5,5.79,99.6,2.3,113.6,5.0,107.6,-1.0,Won Finals,S. Kerr
GSW,2016-17,67,15,.817,1st of 5,11.35,99.8,3.4,115.6,6.8,104.0,-4.8,Won Finals,S. Kerr
GSW,2015-16,73,9,.890,1st of 5,10.38,99.3,3.5,114.5,8.1,103.8,-2.6,Lost Finals,S. Kerr
GSW,2014-15,67,15,.817,1st of 5,10.01,98.3,4.4,111.6,6.0,101.4,-4.2,Won Finals,S. Kerr
GSW,2013-14,51,31,.622,2nd of 5,5.15,96.2,2.3,107.5,0.8,102.6,-4.1,Lost W. Conf. 1st Rnd.,M. Jackson
GSW,2012-13,47,35,.573,2nd of 5,1.32,94.5,2.5,106.4,0.5,105.5,-0.4,Lost W. Conf. Semis,M. Jackson
GSW,2011-12,23,43,.348,4th of 5,-2.79,92.3,1.0,105.4,0.8,109.1,4.5,,M. Jackson
GSW,2010-11,36,46,.439,3rd of 5,-2.00,94.8,2.7,108.2,0.9,110.7,3.4,,K. Smart
GSW,2009-10,26,56,.317,4th of 5,-3.28,100.4,7.7,108.1,0.5,111.7,4.1,,D. Nelson
GSW,2008-09,29,53,.354,3rd of 5,-3.80,98.2,6.5,109.5,1.2,113.3,5.0,,D. Nelson
GSW,2007-08,48,34,.585,3rd of 5,2.38,98.8,6.4,111.8,4.3,109.5,2.0,,D. Nelson
GSW,2006-07,42,40,.512,3rd of 5,0.00,99.2,7.3,107.0,0.5,107.4,0.9,Lost W. Conf. Semis,D. Nelson
GSW,2005-06,34,48,.415,5th of 5,-1.11,93.3,2.8,104.8,-1.4,106.2,0.0,,M. Montgomery
GSW,2004-05,34,48,.415,5th of 5,-1.74,93.3,2.4,104.7,-1.4,106.9,0.8,,M. Montgomery
GSW,2003-04,37,45,.451,4th of 7,-0.07,89.8,-0.3,103.0,0.1,103.8,0.9,,E. Musselman
GSW,2002-03,38,44,.463,6th of 7,-0.60,94.2,3.2,108.3,4.7,109.5,5.9,,E. Musselman
GSW,2001-02,21,61,.256,7th of 7,-4.80,94.5,3.8,102.8,-1.7,108.5,4.0,,D. Cowens
GSW,2000-01,17,65,.207,7th of 7,-8.11,94.1,2.8,97.8,-5.2,107.4,4.4,,D. Cowens
GSW,1999-00,19,63,.232,6th of 7,-7.63,95.4,2.3,99.8,-4.3,108.4,4.3,,P. Carlesimo
GSW,1998-99,21,29,.420,6th of 7,-2.63,88.9,0.0,98.4,-3.8,101.1,-1.1,,P. Carlesimo
GSW,1997-98,19,63,.232,6th of 7,-9.20,91.4,1.1,95.8,-9.2,105.7,0.7,,P. Carlesimo
GSW,1996-97,30,52,.366,7th of 7,-4.90,91.9,1.8,107.2,0.5,112.2,5.5,,R. Adelman
GSW,1995-96,36,46,.439,6th of 7,-1.42,93.4,1.6,108.4,0.8,109.9,2.3,,R. Adelman
GSW,1994-95,26,56,.317,6th of 7,-4.90,97.9,5.0,106.7,-1.6,112.2,3.9,,D. Nelson
GSW,1993-94,50,32,.610,3rd of 7,1.76,99.1,4.0,108.3,2.0,106.5,0.2,Lost W. Conf. 1st Rnd.,D. Nelson
GSW,1992-93,34,48,.415,6th of 7,-0.94,99.5,2.7,109.2,1.2,110.2,2.2,,D. Nelson
GSW,1991-92,55,27,.671,2nd of 7,3.77,103.4,6.8,113.6,5.4,109.9,1.7,Lost W. Conf. 1st Rnd.,D. Nelson
GSW,1990-91,44,38,.537,4th of 7,1.72,103.6,5.8,111.9,4.0,110.3,2.4,Lost W. Conf. Semis,D. Nelson
GSW,1989-90,37,45,.451,5th of 7,-2.55,105.9,7.6,109.6,1.5,112.6,4.5,,D. Nelson
GSW,1988-89,43,39,.524,4th of 7,-0.59,107.3,6.7,107.4,-0.4,107.7,-0.1,Lost W. Conf. Semis,D. Nelson
GSW,1987-88,20,62,.244,5th of 6,-8.38,101.6,2.0,104.7,-3.3,112.9,4.9,,G. Karl
GSW,1986-87,42,40,.512,3rd of 6,-2.54,101.7,0.9,108.9,0.6,111.2,2.9,Lost W. Conf. Semis,G. Karl
GSW,1985-86,30,52,.366,6th of 6,-3.59,104.2,2.1,108.3,1.1,111.6,4.4,,J. Bach
GSW,1984-85,22,60,.268,6th of 6,-7.21,103.2,1.1,106.0,-1.9,113.0,5.1,,J. Bach
GSW,1983-84,37,45,.451,5th of 6,-3.35,103.3,1.9,105.5,-2.1,108.8,1.2,,J. Bach
GSW,1982-83,30,52,.366,5th of 6,-3.48,104.0,0.9,103.9,-0.8,107.4,2.7,,A. Attles
GSW,1981-82,45,37,.549,4th of 6,0.80,101.4,0.5,108.8,1.9,107.7,0.8,,A. Attles
GSW,1980-81,39,43,.476,4th of 6,-1.41,101.0,-0.8,108.5,3.0,109.7,4.2,,A. Attles
GSW,1979-80,24,58,.293,6th of 6,-4.20,100.5,-2.6,102.0,-3.3,106.3,1.0,,A. Attles
GSW,1978-79,38,44,.463,6th of 6,0.46,102.2,-3.6,102.4,-1.4,102.0,-1.8,,A. Attles
GSW,1977-78,43,39,.524,5th of 5,0.41,106.0,-0.7,99.6,-1.3,99.3,-1.6,,A. Attles
GSW,1976-77,46,36,.561,3rd of 5,3.10,107.8,1.3,102.4,2.9,99.5,0.0,Lost W. Conf. Semis,A. Attles
GSW,1975-76,59,23,.720,1st of 5,6.23,108.3,2.8,100.6,2.3,94.5,-3.8,Lost W. Conf. Finals,A. Attles
GSW,1974-75,48,34,.585,1st of 5,2.86,107.6,3.1,100.4,2.7,97.3,-0.4,Won Finals,A. Attles
GSW,1973-74,44,38,.537,2nd of 5,2.42,108.9,1.1,100.8,3.1,98.4,0.7,,A. Attles
GSW,1972-73,47,35,.573,2nd of 5,3.12,112.2,1.5,96.8,0.0,94.0,-2.8,Lost W. Conf. Finals,A. Attles
GSW,1971-72,51,31,.622,2nd of 5,0.92,113.0,1.0,95.6,-2.3,94.9,-3.0,Lost W. Conf. Semis,A. Attles
GSW,1970-71,41,41,.500,2nd of 5,-0.83,113.5,-1.6,94.2,-3.0,95.5,-1.7,Lost W. Conf. Semis,A. Attles
GSW,1969-70,30,52,.366,6th of 7,-4.15,116.3,-0.8,94.8,-4.2,98.6,-0.4,,G. Lee
GSW,1968-69,41,41,.500,3rd of 7,-1.53,117.1,0.2,92.2,-3.3,93.5,-2.0,Lost W. Div. Semis,G. Lee
GSW,1967-68,43,39,.524,3rd of 6,-0.66,123.6,3.8,94.1,-2.7,94.6,-2.2,Lost W. Div. Finals,B. Sharman
GSW,1966-67,44,37,.543,1st of 5,2.58,127.4,5.8,95.3,-0.8,93.1,-3.0,Lost Finals,B. Sharman
GSW,1965-66,35,45,.438,4th of 5,-2.36,124.6,3.2,92.6,-2.3,94.8,-0.1,,A. Hannum
GSW,1964-65,17,63,.213,5th of 5,-5.49,119.7,2.4,87.7,-5.9,92.8,-0.8,,A. Hannum
GSW,1963-64,48,32,.600,1st of 5,4.41,115.1,1.9,93.0,-1.6,88.6,-6.0,Lost Finals,A. Hannum
GSW,1962-63,31,49,.388,4th of 5,-1.86,123.2,8.2,95.2,-0.7,96.8,0.9,,B. Feerick
GSW,1961-62,49,31,.613,2nd of 4,2.63,131.1,9.8,94.5,0.9,92.4,-1.2,Lost E. Div. Finals,F. McGuire
GSW,1960-61,46,33,.582,2nd of 4,0.89,132.0,8.5,91.2,-0.9,90.5,-1.6,Lost E. Div. Semis,N. Johnston
GSW,1959-60,49,26,.653,2nd of 4,2.77,133.3,11.0,88.7,-2.4,86.8,-4.3,Lost E. Div. Finals,N. Johnston
GSW,1958-59,32,40,.444,4th of 4,-2.29,118.4,6.4,86.7,-3.5,89.3,-0.9,,A. Cervi
GSW,1957-58,37,35,.514,3rd of 4,0.21,117.8,0.8,88.3,-0.5,88.4,-0.4,Lost E. Div. Finals,G. Senesky
GSW,1956-57,37,35,.514,3rd of 4,1.54,108.0,3.1,92.4,3.5,90.9,2.0,Lost E. Div. Semis,G. Senesky
GSW,1955-56,45,27,.625,1st of 4,3.82,108.5,5.7,94.6,4.3,90.7,0.4,Won Finals,G. Senesky
GSW,1954-55,33,39,.458,4th of 5,-0.19,102.9,4.8,89.6,-0.2,89.9,0.1,,E. Gottlieb
GSW,1953-54,29,43,.403,4th of 5,-1.89,89.4,5.8,86.7,-0.8,89.0,1.5,,E. Gottlieb
GSW,1952-53,12,57,.174,5th of 5,-7.75,94.7,14.3,83.9,-4.1,91.4,3.7,,E. Gottlieb
GSW,1951-52,33,33,.500,4th of 5,-1.08,95.5,9.7,89.5,2.6,90.8,3.9,Lost E. Div. Semis,E. Gottlieb
GSW,1950-51,40,26,.606,1st of 6,3.40,99.3,13.8,84.8,-0.3,81.0,-4.1,Lost E. Div. Semis,E. Gottlieb
GSW,1949-50,26,42,.382,4th of 6,-2.27,,,,,,,Lost E. Div. Semis,E. Gottlieb
GSW,1948-49,28,32,.467,4th of 6,0.21,,,,,,,Lost E. Div. Semis,E. Gottlieb
GSW,1947-48,27,21,.563,1st of 4,0.69,,,,,,,Lost Finals,E. Gottlieb
GSW,1946-47,35,25,.583,2nd of 6,3.16,,,,,,,Won Finals,E. Gottlieb
HOU,2024-25,0,0,,,,,,,,,,,I. Udoka
HOU,2023-24,41,41,.500,3rd of 5,1.24,99.0,0.5,114.5,-0.8,113.4,-1.9,,I. Udoka
HOU,2022-23,22,60,.268,4th of 5,-7.62,99.0,-0.1,111.4,-3.4,119.3,4.5,,S. Silas
HOU,2021-22,20,62,.244,5th of 5,-8.26,100.9,2.7,108.4,-3.6,116.7,4.7,,S. Silas
HOU,2020-21,17,55,.236,5th of 5,-7.50,101.4,2.2,107.1,-5.2,114.9,2.6,,S. Silas
HOU,2019-20,44,28,.611,1st of 5,3.13,103.7,3.4,112.9,2.3,110.1,-0.5,Lost W. Conf. Semis,M. D'Antoni
HOU,2018-19,53,29,.646,1st of 5,4.96,97.9,-2.1,115.5,5.1,110.7,0.3,Lost W. Conf. Semis,M. D'Antoni
HOU,2017-18,65,17,.793,1st of 5,8.21,97.6,0.3,114.7,6.1,106.1,-2.5,Lost W. Conf. Finals,M. D'Antoni
HOU,2016-17,55,27,.671,2nd of 5,5.84,100.0,3.6,114.7,5.9,109.0,0.2,Lost W. Conf. Semis,M. D'Antoni
HOU,2015-16,41,41,.500,4th of 5,0.34,97.6,1.8,108.3,1.9,108.1,1.7,Lost W. Conf. 1st Rnd.,K. McHale
HOU,2014-15,56,26,.683,1st of 5,3.82,96.5,2.6,107.0,1.4,103.4,-2.2,Lost W. Conf. Finals,K. McHale
HOU,2013-14,54,28,.659,2nd of 5,5.06,96.3,2.4,111.0,4.3,106.3,-0.4,Lost W. Conf. 1st Rnd.,K. McHale
HOU,2012-13,45,37,.549,3rd of 5,3.69,96.1,4.1,109.7,3.8,106.1,0.2,Lost W. Conf. 1st Rnd.,K. McHale
HOU,2011-12,34,32,.515,4th of 5,0.57,91.7,0.4,105.5,0.9,105.2,0.6,,K. McHale
HOU,2010-11,43,39,.524,5th of 5,2.37,94.2,2.1,111.3,4.0,109.0,1.7,,R. Adelman
HOU,2009-10,42,40,.512,3rd of 5,-0.02,94.0,1.3,107.6,0.0,108.0,0.4,,R. Adelman
HOU,2008-09,53,29,.646,2nd of 5,3.73,90.2,-1.5,108.4,0.1,104.0,-4.3,Lost W. Conf. Semis,R. Adelman
HOU,2007-08,55,27,.671,3rd of 5,4.83,90.4,-2.0,106.8,-0.7,101.6,-5.9,Lost W. Conf. 1st Rnd.,R. Adelman
HOU,2006-07,52,30,.634,3rd of 5,5.04,90.7,-1.2,106.0,-0.5,100.7,-5.8,Lost W. Conf. 1st Rnd.,J. Van Gundy
HOU,2005-06,34,48,.415,5th of 5,-1.30,88.0,-2.5,101.6,-4.6,103.3,-2.9,,J. Van Gundy
HOU,2004-05,51,31,.622,3rd of 5,4.27,88.8,-2.1,106.2,0.1,101.7,-4.4,Lost W. Conf. 1st Rnd.,J. Van Gundy
HOU,2003-04,45,37,.549,5th of 7,2.28,87.8,-2.3,100.9,-2.0,99.0,-3.9,Lost W. Conf. 1st Rnd.,J. Van Gundy
HOU,2002-03,43,39,.524,5th of 7,1.89,88.8,-2.2,104.3,0.7,102.6,-1.0,,R. Tomjanovich
HOU,2001-02,28,54,.341,5th of 7,-4.31,88.2,-2.5,103.1,-1.4,108.6,4.1,,R. Tomjanovich
HOU,2000-01,45,37,.549,5th of 7,2.71,90.4,-0.9,106.7,3.7,104.2,1.2,,R. Tomjanovich
HOU,1999-00,34,48,.415,6th of 7,-0.57,94.2,1.1,104.8,0.7,105.7,1.6,,R. Tomjanovich
HOU,1998-99,31,19,.620,3rd of 7,1.39,88.8,-0.1,105.4,3.2,102.9,0.7,Lost W. Conf. 1st Rnd.,R. Tomjanovich
HOU,1997-98,41,41,.500,4th of 7,-1.23,91.0,0.7,107.7,2.7,108.6,3.6,Lost W. Conf. 1st Rnd.,R. Tomjanovich
HOU,1996-97,57,25,.695,2nd of 7,3.85,91.6,1.5,108.8,2.1,104.0,-2.7,Lost W. Conf. Finals,R. Tomjanovich
HOU,1995-96,48,34,.585,3rd of 7,1.63,93.2,1.4,109.3,1.7,107.4,-0.2,Lost W. Conf. Semis,R. Tomjanovich
HOU,1994-95,47,35,.573,3rd of 6,2.32,94.2,1.3,109.7,1.4,107.4,-0.9,Won Finals,R. Tomjanovich
HOU,1993-94,58,24,.707,1st of 6,4.19,95.0,-0.1,105.9,-0.4,101.4,-4.9,Won Finals,R. Tomjanovich
HOU,1992-93,55,27,.671,1st of 6,3.57,94.4,-2.4,109.6,1.6,105.2,-2.8,Lost W. Conf. Semis,R. Tomjanovich
HOU,1991-92,42,40,.512,3rd of 6,-1.94,95.1,-1.5,106.2,-2.0,108.0,-0.2,,D. Chaney
HOU,1990-91,52,30,.634,3rd of 7,3.27,98.5,0.7,107.4,-0.5,103.9,-4.0,Lost W. Conf. 1st Rnd.,D. Chaney
HOU,1989-90,41,41,.500,5th of 7,1.71,101.2,2.9,104.8,-3.3,103.4,-4.7,Lost W. Conf. 1st Rnd.,D. Chaney
HOU,1988-89,45,37,.549,2nd of 6,0.22,101.8,1.2,105.7,-2.1,104.8,-3.0,Lost W. Conf. 1st Rnd.,D. Chaney
HOU,1987-88,46,36,.561,4th of 6,0.82,101.8,2.2,107.1,-0.9,105.7,-2.3,Lost W. Conf. 1st Rnd.,B. Fitch
HOU,1986-87,42,40,.512,3rd of 6,0.60,99.9,-0.9,106.5,-1.8,105.5,-2.8,Lost W. Conf. Semis,B. Fitch
HOU,1985-86,51,31,.622,1st of 6,2.10,103.5,1.4,110.1,2.9,107.6,0.4,Lost Finals,B. Fitch
HOU,1984-85,48,34,.585,2nd of 6,1.38,102.2,0.1,107.9,0.0,106.3,-1.6,Lost W. Conf. 1st Rnd.,B. Fitch
HOU,1983-84,29,53,.354,6th of 6,-3.12,104.7,3.3,105.3,-2.3,108.2,0.6,,B. Fitch
HOU,1982-83,14,68,.171,6th of 6,-11.12,102.2,-0.9,97.0,-7.7,108.3,3.6,,D. Harris
HOU,1981-82,46,36,.561,3rd of 6,-0.39,97.2,-3.7,108.3,1.4,108.3,1.4,Lost W. Conf. 1st Rnd.,D. Harris
HOU,1980-81,40,42,.488,3rd of 6,-0.20,100.5,-1.3,107.0,1.5,106.7,1.2,Lost Finals,D. Harris
HOU,1979-80,41,41,.500,2nd of 6,0.27,101.2,-1.9,108.1,2.8,108.0,2.7,Lost E. Conf. Semis,D. Harris
HOU,1978-79,47,35,.573,2nd of 6,0.92,103.8,-2.0,108.7,4.9,107.7,3.9,Lost E. Conf. 1st Rnd.,T. Nissalke
HOU,1977-78,28,54,.341,6th of 6,-3.83,101.3,-5.4,102.2,1.3,106.1,5.2,,T. Nissalke
HOU,1976-77,49,33,.598,1st of 6,1.44,101.3,-5.2,104.5,5.0,102.9,3.4,Lost E. Conf. Finals,T. Nissalke
HOU,1975-76,40,42,.488,3rd of 5,-0.71,104.7,-0.8,101.1,2.8,101.8,3.5,,J. Egan
HOU,1974-75,41,41,.500,2nd of 5,0.84,102.9,-1.6,100.4,2.7,99.4,1.7,Lost E. Conf. Semis,J. Egan
HOU,1973-74,32,50,.390,3rd of 4,-0.34,106.1,-1.7,100.3,2.6,100.5,2.8,,J. Egan
HOU,1972-73,33,49,.402,3rd of 4,-1.81,115.2,4.5,97.9,1.1,99.4,2.6,,T. Winter
HOU,1971-72,34,48,.415,4th of 5,-1.22,114.7,2.7,95.4,-2.5,96.8,-1.1,,T. Winter
HOU,1970-71,40,42,.488,3rd of 5,0.21,118.5,3.4,95.2,-2.0,95.5,-1.7,,A. Hannum
HOU,1969-70,27,55,.329,7th of 7,-2.95,125.1,8.0,94.4,-4.6,96.8,-2.2,,J. McMahon
HOU,1968-69,37,45,.451,4th of 7,-0.30,123.8,6.9,92.7,-2.8,92.8,-2.7,Lost W. Div. Semis,J. McMahon
HOU,1967-68,15,67,.183,6th of 6,-7.94,121.9,2.1,91.8,-5.0,98.8,2.0,,J. McMahon
IND,2024-25,0,0,,,,,,,,,,,R. Carlisle
IND,2023-24,47,35,.573,3rd of 5,2.75,101.7,3.2,121.0,5.7,118.0,2.7,Lost E. Conf. Finals,R. Carlisle
IND,2022-23,35,47,.427,4th of 5,-2.91,101.1,2.0,114.6,-0.2,117.7,2.9,,R. Carlisle
IND,2021-22,25,57,.305,4th of 5,-3.26,98.0,-0.2,112.6,0.6,116.1,4.1,,R. Carlisle
